,site,site_name,latitude,longitude,elevation,country,country_iso_code,site_type,site_area,date_start,date_end,network,eu_code,eoi_code,observation_count,data_source
4394,fr14042,St DIZIER L. Michel,48.645836,4.966111,151,france,FR,background,urban,15/01/2010 00:00,14/12/2020 01:00,NET-FR075A,STA-FR14042,FR14042,419191,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4395,fr14048,HAP Bourbonne,47.9542,5.7491,277,france,FR,background,suburban,02/01/2013 00:00,01/01/2018 00:00,NET-FR075A,STA-FR14048,FR14048,129,aqer:e1a; aqer:e1a:xml
4396,fr14049,ST DIZIER Observ.,48.642222,4.9775,150,france,FR,background,urban,01/11/2004 00:00,13/01/2010 15:00,NA,NA,NA,186094,airbase
4397,fr14051,CHARLEVILLE,49.745278,4.719167,160,france,FR,background,urban,19/02/2009 00:00,14/12/2020 01:00,NET-FR075A,STA-FR14051,FR14051,407772,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4398,fr14059,Métal Blanc,49.88921,4.53576,377,france,FR,industrial,rural_regional,01/01/2013 00:00,31/12/2013 00:00,NET-FR075A,STA-FR14059,FR14059,754,aqer:e1a:xml
4399,fr14201,Bourgogne,49.34915,4.069595,89,france,FR,background,rural_nearcity,07/01/2015 16:00,05/01/2018 11:00,NET-FR075A,STA-FR14201,FR14201,93358,aqer:e1a
4400,fr14202,Châlons Prieur,48.9559,4.365281,83,france,FR,traffic,urban,09/01/2015 12:00,22/12/2015 11:00,NET-FR075A,STA-FR14202,FR14202,8209,aqer:e1a
4401,fr14203,Pourcy,49.1586,3.912613,153,france,FR,background,rural_nearcity,19/01/2015 12:00,04/01/2016 06:00,NET-FR075A,STA-FR14203,FR14203,31040,aqer:e1a
4402,fr14801,Métaux BSN,49.23361,4.05694,90,france,FR,background,suburban,10/01/2013 00:00,01/01/2018 00:00,NET-FR075A,STA-FR14801,FR14801,39,aqer:e1a; aqer:e1a:xml
4403,fr14802,HAP Reims Prieur,49.263817,4.048806,101,france,FR,background,urban,01/01/2017 00:00,01/01/2017 00:00,NET-FR075A,STA-FR14802,FR14802,1,aqer:e1a
4404,fr14851,HAP Givet,50.13585,4.83636,104,france,FR,background,rural,10/01/2013 00:00,30/12/2013 00:00,NET-FR018A,STA-FR14851,FR14851,60,aqer:e1a:xml
4405,fr14853,Vivier,49.73631,4.824764,193,france,FR,background,suburban,15/01/2015 12:00,15/01/2015 12:00,NET-FR075A,STA-FR14853,FR14853,2,aqer:e1a
4406,fr14854,Vouziers,49.396194,4.702,110,france,FR,background,suburban,01/01/2016 00:00,01/01/2016 00:00,NET-FR075A,STA-FR14854,FR14854,1,aqer:e1a
4407,fr14857,Bourg-Fidele_Mairie,49.89096,4.53977,376,france,FR,industrial,rural_regional,30/01/2015 12:00,01/01/2018 00:00,NET-FR075A,STA-FR14857,FR14857,6,aqer:e1a
4408,fr15001,Charavines,45.4276,5.5178,491,france,FR,background,rural,01/01/1999 00:00,23/12/2013 09:00,NET-FR071A,STA-FR15001,FR15001,407927,airbase; aqer:e1a:xml
4409,fr15002,Voiron,45.359997,5.594384,278,france,FR,background,suburban,01/01/1999 00:00,31/12/2009 23:00,NA,NA,NA,149642,airbase
4410,fr15003,Voreppe,45.284721,5.645844,192,france,FR,background,suburban,01/01/1999 00:00,31/07/2003 12:00,NA,NA,NA,21849,airbase
4411,fr15006,Grenoble Foch,45.180836,5.721392,214,france,FR,traffic,suburban,01/01/1999 00:00,23/04/2007 07:00,NA,NA,NA,271161,airbase
4412,fr15007,Versoud,45.217224,5.85028,216,france,FR,background,rural,01/01/1999 00:00,31/12/2007 23:00,NA,NA,NA,279716,airbase
4413,fr15008,Villeneuve,45.161392,5.736392,219,france,FR,background,suburban,01/01/1999 00:00,31/12/2001 23:00,NA,NA,NA,78916,airbase
4414,fr15012,Champagnier,45.109267,5.726994,363,france,FR,industrial,rural,01/01/1999 00:00,04/01/2011 19:00,NA,NA,NA,342497,airbase
4415,fr15013,Champ sur Drac,45.079539,5.728653,267,france,FR,background,suburban,01/01/1999 00:00,14/12/2020 01:00,NET-FR071A,STA-FR15013,FR15013,644834,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4416,fr15014,Vizille,45.080555,5.772227,280,france,FR,industrial,suburban,01/01/1999 00:00,17/03/2005 12:00,NA,NA,NA,64999,airbase
4417,fr15015,Riouperoux,45.087498,5.897236,550,france,FR,industrial,suburban,01/01/1999 00:00,17/03/2005 12:00,NA,NA,NA,37573,airbase
4418,fr15017,Fontaine Les Balmes,45.190439,5.686964,209,france,FR,background,urban,01/12/1999 00:00,16/02/2018 07:00,NET-FR071A,STA-FR15017,FR15017,582481,airbase; aqer:e1a; aqer:e1a:xml
4419,fr15018,Voiron Urbain,45.360176,5.58942,286,france,FR,background,urban,24/11/2010 00:00,14/12/2020 01:00,NET-FR071A,STA-FR15018,FR15018,274014,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4420,fr15031,Le Casset2,44.997,6.4694,1750,france,FR,background,rural_remote,01/01/1999 00:00,14/12/2020 01:00,NET-FR071A,STA-FR15031,FR15031,294728,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4421,fr15038,St Martin d'Heres,45.1828,5.7531,219,france,FR,background,urban,01/01/1999 00:00,14/12/2020 01:00,NET-FR071A,STA-FR15038,FR15038,712004,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4422,fr15039,Le Rondeau,45.158364,5.703764,225,france,FR,traffic,urban,05/10/1999 00:00,14/12/2020 00:00,NET-FR071A,STA-FR15039,FR15039,607964,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4423,fr15043,Grenoble Les Frenes,45.1619,5.7356,219,france,FR,background,urban,01/02/2001 00:00,14/12/2020 01:00,NET-FR071A,STA-FR15043,FR15043,769728,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4424,fr15044,Voreppe Volouise,45.281773,5.638511,191,france,FR,background,suburban,09/09/2003 00:00,11/01/2011 11:00,NA,NA,NA,211635,airbase
4425,fr15045,Grenoble PeriurbSud,45.0578,5.6767,310,france,FR,background,suburban,15/01/2008 00:00,14/12/2020 01:00,NET-FR071A,STA-FR15045,FR15045,342645,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4426,fr15046,Grenoble Boulevards,45.180689,5.720056,218,france,FR,traffic,urban,01/12/2006 00:00,14/12/2020 01:00,NET-FR071A,STA-FR15046,FR15046,310095,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4427,fr15048,Gresivaudan Periurb,45.2797,5.8822,260,france,FR,background,suburban,08/01/2008 00:00,14/12/2020 01:00,NET-FR071A,STA-FR15048,FR15048,350919,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4428,fr15100,Chamrousse,45.43,5.193897,491,france,FR,background,rural,21/06/2004 00:00,25/10/2004 21:00,NA,NA,NA,6025,airbase
4429,fr15111,Chartreuse,45.415558,5.867228,491,france,FR,background,rural,05/06/2006 00:00,17/12/2007 12:00,NA,NA,NA,18036,airbase
4430,fr15112,Parc du vercors,44.970997,5.415756,120,france,FR,background,NA,30/04/2009 00:00,13/10/2009 14:00,NA,NA,NA,8001,airbase
4431,fr15113,Col d'Ornon,45.0075,5.96784,1373,france,FR,background,rural,18/03/2011 00:00,27/10/2011 12:00,NA,NA,NA,11064,airbase
4432,fr15639,Foch_chaussee,45.18,5.720836,214,france,FR,traffic,urban,01/01/2001 00:00,24/05/2004 00:00,NA,NA,NA,1021,airbase
4433,fr16001,Strasbourg Ouest,48.608817,7.708917,148,france,FR,background,suburban,01/01/1999 00:00,10/02/2020 15:00,NET-FR075A,STA-FR16001,FR16001,554842,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4434,fr16004,STG Reichstett,48.6464,7.750628,138,france,FR,industrial,rural,01/01/1999 00:00,31/12/2011 23:00,NA,NA,NA,173274,airbase
4435,fr16009,STG Ampere,48.561943,7.785297,139,france,FR,industrial,suburban,01/01/1999 00:00,25/04/2001 07:00,NA,NA,NA,3503,airbase
4436,fr16012,STG Illkirch,48.531113,7.711975,142,france,FR,traffic,suburban,01/01/1999 00:00,15/05/2008 15:00,NA,NA,NA,140066,airbase
4437,fr16014,Strasbourg Rhin,48.573055,7.7964,139,france,FR,industrial,suburban,01/01/1999 00:00,04/05/2005 07:00,NA,NA,NA,39594,airbase
4438,fr16017,Nord-Est Alsace,48.919358,8.158458,114,france,FR,background,rural_regional,01/01/1999 00:00,14/12/2020 00:00,NET-FR075A,STA-FR16017,FR16017,828480,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4439,fr16027,STG Centre,48.584164,7.746956,140,france,FR,background,urban,01/01/1999 00:00,03/01/2007 19:00,NA,NA,NA,265974,airbase
4440,fr16029,STG Nord,48.610364,7.781631,114,france,FR,background,urban,01/01/1999 00:00,14/12/2020 00:00,NET-FR075A,STA-FR16029,FR16029,660413,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4441,fr16031,Vosges du Nord,48.857311,7.314175,340,france,FR,background,rural_regional,01/01/1999 00:00,13/12/2020 16:00,NET-FR075A,STA-FR16031,FR16031,619779,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4442,fr16032,Hautes Vosges,48.217499,7.196755,1107,france,FR,background,rural,01/01/1999 00:00,25/09/2008 08:00,NA,NA,NA,286529,airbase
4443,fr16033,STG Hoerdt,48.6983,7.780408,137,france,FR,industrial,rural,01/01/1999 00:00,31/12/2011 23:00,NA,NA,NA,98113,airbase
4444,fr16034,STG Clemenceau,48.590433,7.744983,139,france,FR,traffic,urban,01/01/1999 00:00,14/12/2020 00:00,NET-FR075A,STA-FR16034,FR16034,772977,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4445,fr16036,STG Sud,48.522751,7.6801,143,france,FR,background,suburban,01/01/1999 00:00,10/04/2008 13:00,NA,NA,NA,156602,airbase
4446,fr16037,STG Centre 2,48.575278,7.743936,139,france,FR,background,urban,01/07/1999 00:00,03/06/2010 12:00,NA,NA,NA,335734,airbase
4447,fr16038,Strasbourg Est,48.570375,7.766331,139,france,FR,background,urban,01/09/1999 00:00,04/06/2020 07:00,NET-FR075A,STA-FR16038,FR16038,656888,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4448,fr16040,Strasbourg A35,48.575986,7.727478,130,france,FR,traffic,urban,01/08/2008 00:00,14/12/2020 00:00,NET-FR075A,STA-FR16040,FR16040,219199,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4449,fr16041,Strasbourg Sud 2,48.5157,7.687819,144,france,FR,background,suburban,30/09/2008 00:00,14/12/2020 00:00,NET-FR075A,STA-FR16041,FR16041,125920,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4450,fr16051,Vieux Thann,47.805961,7.125433,327,france,FR,industrial,urban,01/01/1999 00:00,08/07/2013 11:00,NET-FR020A,STA-FR16051,FR16051,101601,airbase; aqer:e1a:xml
4451,fr16052,Thann,47.81093,7.105553,343,france,FR,industrial,urban,01/01/1999 00:00,13/12/2020 23:00,NET-FR075A,STA-FR16052,FR16052,245507,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4452,fr16053,Colmar Est,48.0753,7.36235,188,france,FR,background,urban,01/01/1999 00:00,26/09/2011 08:00,NA,NA,NA,404961,airbase
4453,fr16054,Colmar Centre,48.074642,7.350667,195,france,FR,background,urban,01/01/1999 00:00,14/12/2020 01:00,NET-FR075A,STA-FR16054,FR16054,487472,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4454,fr16055,Ottmarsheim,47.7868,7.5119,221,france,FR,industrial,rural,01/01/1999 00:00,31/12/2010 23:00,NA,NA,NA,152991,airbase
4455,fr16056,Mulhouse Centre,47.7486,7.332989,240,france,FR,background,urban,01/01/1999 00:00,31/12/2010 23:00,NA,NA,NA,361871,airbase
4456,fr16057,Mulhouse Nord,47.757436,7.347294,236,france,FR,background,urban,01/01/1999 00:00,14/12/2020 00:00,NET-FR075A,STA-FR16057,FR16057,464196,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4457,fr16058,Muhl.Dornach,47.74361,7.313067,245,france,FR,background,suburban,01/01/1999 00:00,24/06/1999 13:00,NA,NA,NA,12835,airbase
4458,fr16059,Chalampé,47.820247,7.538683,218,france,FR,industrial,rural_nearcity,01/01/1999 00:00,14/12/2020 00:00,NET-FR075A,STA-FR16059,FR16059,325858,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4459,fr16060,C.C.3 Frontières,47.594914,7.568175,247,france,FR,background,suburban,01/01/1999 00:00,14/12/2020 00:00,NET-FR075A,STA-FR16060,FR16060,704601,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4460,fr16061,Hombourg,47.759724,7.507228,227,france,FR,industrial,suburban,01/01/1999 00:00,04/01/2006 23:00,NA,NA,NA,78712,airbase
4461,fr16062,Petit Landau,47.73,7.521391,228,france,FR,industrial,suburban,01/01/1999 00:00,10/04/2002 04:00,NA,NA,NA,27596,airbase
4462,fr16063,Altkirch,47.624165,7.236669,310,france,FR,industrial,urban,01/01/1999 00:00,24/07/2001 07:00,NA,NA,NA,27927,airbase
4463,fr16064,Colmar Sud,48.065414,7.333139,200,france,FR,background,suburban,01/01/1999 00:00,13/12/2020 23:00,NET-FR075A,STA-FR16064,FR16064,299567,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4464,fr16065,Mulhouse Est,47.723106,7.341603,355,france,FR,background,suburban,01/01/1999 00:00,13/12/2020 16:00,NET-FR075A,STA-FR16065,FR16065,421946,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4465,fr16066,Mulhouse Sud 2,47.737417,7.309075,267,france,FR,background,urban,01/07/1999 00:00,13/12/2020 23:00,NET-FR075A,STA-FR16066,FR16066,716588,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4466,fr16067,Vieux Thann 3,47.802211,7.122844,327,france,FR,industrial,urban,07/06/2013 00:00,14/12/2020 00:00,NET-FR075A,STA-FR16067,FR16067,64326,aqer:e1a; aqer:e2a; aqer:e1a:xml
4467,fr16068,Colmar-Ladhof,48.081696,7.364589,194,france,FR,traffic,urban,01/01/2015 00:00,25/02/2016 08:00,NET-FR075A,STA-FR16068,FR16068,21187,aqer:e1a
4468,fr16069,Mulhouse-Briand,47.747684,7.321364,255,france,FR,traffic,urban,01/01/2015 00:00,14/12/2020 01:00,NET-FR075A,STA-FR16069,FR16069,181377,aqer:e1a; aqer:e2a
4469,fr16201,Vosges Moyennes,48.491417,7.127811,770,france,FR,background,rural,01/01/1999 00:00,11/09/2008 15:00,NA,NA,NA,305181,airbase
4470,fr16302,Vosges Moyennes 2,48.492994,7.1298,770,france,FR,background,rural_remote,03/07/2008 00:00,14/12/2020 01:00,NET-FR075A,STA-FR16302,FR16302,167169,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4471,fr16508,Thann 2,47.8144,7.1047,349,france,FR,background,urban,01/01/2013 00:00,16/12/2013 00:00,NET-FR075A,STA-FR16508,FR16508,111,aqer:e1a:xml
4472,fr16512,Haguenau 3,48.81542,7.79702,139,france,FR,industrial,urban,04/01/2013 00:00,06/02/2015 12:00,NET-FR075A,STA-FR16512,FR16512,138,aqer:e1a; aqer:e1a:xml
4473,fr16516,Thann 4,47.814,7.10456,348,france,FR,industrial,urban,07/01/2015 12:00,01/01/2018 00:00,NET-FR075A,STA-FR16516,FR16516,4,aqer:e1a
4474,fr17001,Besancon Mégevand,47.235972,6.023611,243,france,FR,traffic,urban,01/01/1999 00:00,31/12/2013 23:00,NET-FR073A,STA-FR17001,STA-FR17001,423233,airbase; aqer:e1a:xml
4475,fr17002,Besancon Palente,47.262964,6.045,332,france,FR,traffic,urban,01/01/1999 00:00,05/01/2011 14:00,NA,NA,NA,297610,airbase
4476,fr17003,St FERJEUX R du,47.235279,5.990006,260,france,FR,traffic,suburban,01/01/2001 00:00,05/12/2001 00:00,NA,NA,NA,339,airbase
4477,fr17004,Besancon Planoise,47.221972,5.971556,270,france,FR,background,urban,01/01/1999 00:00,18/06/2013 23:00,NET-FR073A,STA-FR17004,STA-FR17004,446899,airbase; aqer:e1a:xml
4478,fr17006,Besancon Chailluz,47.297306,6.051917,337,france,FR,background,rural,01/01/1999 00:00,04/10/2013 07:00,NET-FR073A,STA-FR17006,STA-FR17006,187609,airbase; aqer:e1a:xml
4479,fr17007,Damparis,47.065639,5.415028,210,france,FR,industrial,rural,01/01/1999 00:00,31/12/2013 23:00,NET-FR073A,STA-FR17007,STA-FR17007,306864,airbase; aqer:e1a:xml
4480,fr17008,Chatenois,47.14725,5.556117,213,france,FR,industrial,suburban,01/01/1999 00:00,31/12/2013 23:00,NET-FR073A,STA-FR17008,STA-FR17008,106541,airbase; aqer:e1a:xml
4481,fr17009,Dole centre,47.096722,5.496389,223,france,FR,background,urban,01/01/1999 00:00,31/12/2013 23:00,NET-FR073A,STA-FR17009,STA-FR17009,405637,airbase; aqer:e1a:xml
4482,fr17011,Besancon Victor Hugo,47.234906,6.029472,251,france,FR,traffic,urban,01/01/2001 00:00,31/12/2013 23:00,NET-FR073A,STA-FR17011,STA-FR17011,20422,airbase; aqer:e1a:xml
4483,fr17013,Lons-le-Saunier péri,46.671442,5.567789,300,france,FR,background,urban,24/03/2000 00:00,28/12/2010 16:00,NA,NA,NA,190805,airbase
4484,fr17014,Tavaux,47.042611,5.400897,192,france,FR,industrial,rural,01/07/2000 00:00,31/12/2013 23:00,NET-FR073A,STA-FR17014,STA-FR17014,403368,airbase; aqer:e1a:xml
4485,fr17016,Lons-le-Saunier CV,46.671306,5.556806,261,france,FR,background,urban,01/06/2002 00:00,31/12/2013 23:00,NET-FR073A,STA-FR17016,STA-FR17016,191094,airbase; aqer:e1a:xml
4486,fr17018,Pontarlier,46.915,6.357583,871,france,FR,background,suburban,30/10/2002 00:00,06/10/2011 12:00,NA,NA,NA,150317,airbase
4487,fr17023,Montfaucon,47.234611,6.076472,490,france,FR,background,suburban,15/09/2005 00:00,31/12/2013 23:00,NET-FR073A,STA-FR17023,STA-FR17023,120550,airbase; aqer:e1a:xml
4488,fr18001,La Chaussee CHAUNY,49.609444,3.222783,44,france,FR,industrial,urban,01/01/1999 00:00,23/01/2007 11:00,NA,NA,NA,137479,airbase
4489,fr18002,Pompiers CHAUNY,49.614719,3.222506,42,france,FR,background,urban,01/01/1999 00:00,11/04/2005 09:00,NA,NA,NA,37749,airbase
4490,fr18003,Foyer Chauny,49.60611,3.220003,57,france,FR,industrial,suburban,01/01/1999 00:00,31/12/2007 23:00,NA,NA,NA,62603,airbase
4491,fr18004,Hopital CHAUNY,49.626389,3.23667,59,france,FR,background,rural,01/01/1999 00:00,12/02/2000 00:00,NA,NA,NA,403,airbase
4492,fr18005,LA FERE,49.662224,3.368631,50,france,FR,background,suburban,01/01/1999 00:00,30/03/2000 00:00,NA,NA,NA,372,airbase
4493,fr18006,CRIC ST QUENTIN,49.852776,3.287781,75,france,FR,traffic,urban,01/01/1999 00:00,17/11/2003 16:00,NA,NA,NA,147469,airbase
4494,fr18007,Corrette ST QUENTIN,49.833889,3.3114,80,france,FR,background,suburban,01/01/1999 00:00,09/04/2002 10:00,NA,NA,NA,11831,airbase
4495,fr18008,P. Bert St Quentin,49.863028,3.306583,87,france,FR,background,suburban,01/01/1999 00:00,15/12/2015 09:00,NET-FR074A,STA-FR18008,FR18008,451458,airbase; aqer:e1a; aqer:e1a:xml
4496,fr18009,Bachy ST QUENTIN,49.852776,3.273894,75,france,FR,background,rural,01/01/1999 00:00,09/04/2002 07:00,NA,NA,NA,11760,airbase
4497,fr18010,St Gobain Sinceny,49.577778,3.284444,72,france,FR,background,rural,01/01/1999 00:00,04/02/2009 11:00,NA,NA,NA,179075,airbase
4498,fr18011,DRIRE SOISSONS,49.377777,3.317508,58,france,FR,background,suburban,01/01/1999 00:00,31/12/2002 22:00,NA,NA,NA,18159,airbase
4499,fr18013,Labo BEAUVAIS,49.437222,2.079733,68,france,FR,industrial,suburban,01/01/1999 00:00,05/04/2002 10:00,NA,NA,NA,11997,airbase
4500,fr18014,A. Thierry COMPIEGNE,49.425556,2.838058,35,france,FR,industrial,suburban,01/01/1999 00:00,08/04/2002 07:00,NA,NA,NA,11966,airbase
4501,fr18015,Mairie COMPIEGNE,49.418613,2.827789,53,france,FR,background,urban,01/01/1999 00:00,25/04/2002 07:00,NA,NA,NA,12628,airbase
4502,fr18017,Bonnevay CREIL,49.256943,2.48667,90,france,FR,background,suburban,01/01/1999 00:00,02/04/2002 07:00,NA,NA,NA,11637,airbase
4503,fr18018,Piscine CREIL,49.262222,2.475286,37,france,FR,background,rural,01/01/1999 00:00,31/01/2004 23:00,NA,NA,NA,25703,airbase
4504,fr18019,Nogent sur Oise,49.276386,2.482167,28,france,FR,background,suburban,01/01/1999 00:00,14/12/2020 01:00,NET-FR074A,STA-FR18019,FR18019,587879,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4505,fr18020,Maison Ass ABBEVILLE,50.109444,1.84223,15,france,FR,background,suburban,01/01/1999 00:00,31/12/2002 23:00,NA,NA,NA,17641,airbase
4506,fr18021,DRIRE AMIENS,49.872498,2.303614,64,france,FR,background,suburban,01/01/1999 00:00,21/06/2005 23:00,NA,NA,NA,38704,airbase
4507,fr18022,Amiens Nord AMIENS,49.911945,2.300842,54,france,FR,background,suburban,01/01/1999 00:00,09/04/2002 17:00,NA,NA,NA,12122,airbase
4508,fr18023,Voltaire AMIENS,49.912502,2.31863,54,france,FR,background,suburban,01/01/1999 00:00,31/12/2002 23:00,NA,NA,NA,18067,airbase
4509,fr18025,CCI Amiens  P,49.893612,2.284444,24,france,FR,traffic,urban,01/01/1999 00:00,18/08/2009 10:00,NA,NA,NA,355825,airbase
4510,fr18026,Crecy en Ponthieu,50.261665,1.826389,45,france,FR,background,rural,01/01/1999 00:00,10/03/2009 10:00,NA,NA,NA,173012,airbase
4511,fr18027,HAM,49.743889,3.098069,70,france,FR,industrial,suburban,01/01/1999 00:00,02/04/2000 00:00,NA,NA,NA,434,airbase
4512,fr18028,Faure Beauvais,49.434444,2.091389,93,france,FR,traffic,rural,01/01/1999 00:00,03/04/2009 03:00,NA,NA,NA,174469,airbase
4513,fr18029,Vogel AMIENS,49.885559,2.295567,21,france,FR,traffic,suburban,01/01/1999 00:00,31/12/2000 23:00,NA,NA,NA,88242,airbase
4514,fr18032,Desbordes Compiegne,49.4025,2.818055,57,france,FR,background,suburban,01/01/1999 00:00,01/04/2009 00:00,NA,NA,NA,291513,airbase
4515,fr18034,CAMON,49.892778,2.339167,21,france,FR,background,suburban,26/01/1999 00:00,18/01/2006 19:00,NA,NA,NA,199166,airbase
4516,fr18035,Salouel,49.868889,2.239806,30,france,FR,background,suburban,26/01/1999 00:00,14/12/2020 01:00,NET-FR074A,STA-FR18035,FR18035,617109,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4517,fr18036,Beaumont Beauvais,49.438889,2.094444,97,france,FR,background,suburban,26/01/1999 00:00,12/12/2016 00:00,NET-FR074A,STA-FR18036,FR18036,262853,airbase; aqer:e1a; aqer:e1a:xml
4518,fr18037,Albert,50.014721,2.657778,87,france,FR,background,rural,13/09/2000 00:00,09/01/2009 20:00,NA,NA,NA,139217,airbase
4519,fr18038,Chateau Thierry,49.044167,3.397792,66,france,FR,background,urban,13/09/2000 00:00,31/12/2008 17:00,NA,NA,NA,140072,airbase
4520,fr18039,Arrest,50.129447,1.610833,33,france,FR,background,rural_regional,19/05/2001 00:00,14/12/2020 01:00,NET-FR074A,STA-FR18039,FR18039,314704,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4521,fr18040,Hirson,49.920667,4.090556,181,france,FR,background,rural,14/03/2002 00:00,17/06/2013 07:00,NET-FR022A,STA-FR18040,FR18040,165408,airbase; aqer:e1a:xml
4522,fr18042,P. Roth St Quentin,49.851333,3.284,95,france,FR,background,urban,01/02/2004 00:00,14/12/2020 01:00,NET-FR074A,STA-FR18042,FR18042,440288,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4523,fr18043,Faiencerie Creil,49.259553,2.474397,34,france,FR,background,urban,22/02/2004 00:00,14/12/2020 01:00,NET-FR074A,STA-FR18043,FR18043,564707,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4524,fr18044,Saint Leu Amiens,49.899444,2.298611,24,france,FR,background,urban,02/09/2004 00:00,28/12/2010 14:00,NA,NA,NA,253560,airbase
4525,fr18045,Roye,49.696697,2.801139,86,france,FR,background,rural_regional,23/04/2004 00:00,14/12/2020 01:00,NET-FR074A,STA-FR18045,FR18045,203279,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4526,fr18046,SMVO Rieux,49.297919,2.517444,29,france,FR,industrial,suburban,01/01/2009 00:00,31/12/2013 23:00,NET-FR022A,STA-FR18046,FR18046,102747,airbase; aqer:e1a:xml
4527,fr18048,CROUY,49,2,48,france,FR,industrial,suburban,01/01/2013 00:00,31/12/2013 00:00,NET-FR074A,STA-FR18048,FR18048,53,aqer:e1a:xml
4528,fr18049,Ville de Chauny,49.613108,3.223342,45,france,FR,background,urban,01/01/2008 00:00,15/09/2016 08:00,NET-FR074A,STA-FR18049,FR18049,201551,airbase; aqer:e1a; aqer:e1a:xml
4529,fr18050,Aéroport de BEAUVAIS,49.460192,2.109111,112,france,FR,background,urban,31/10/2010 00:00,31/12/2011 23:00,NA,NA,NA,8858,airbase
4530,fr18051,SOISSONS (st. 1),49.6125,3.223056,26,france,FR,background,NA,30/12/2010 00:00,31/12/2010 21:00,NA,NA,NA,128,airbase
4531,fr18053,St Pierre Amiens,49.9025,2.3046,28,france,FR,background,urban,05/01/2011 00:00,14/12/2020 01:00,NET-FR074A,STA-FR18053,FR18053,321161,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4532,fr18054,Hirson site 2,49.920556,4.090556,178,france,FR,background,suburban,26/06/2013 11:00,11/10/2017 09:00,NET-FR074A,STA-FR18054,FR18054,25804,aqer:e1a; aqer:e1a:xml
